#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0     6647    0.033    1.959    0.645    56487    4.273
       1     5121    0.026    1.596    0.396   189859    5.654
       2     3526    0.018    1.611    0.382   154775    4.036
       3     2009    0.010    1.705    0.619    70401    5.339
       4     1841    0.009    1.334    0.325    14364    4.664
       5     1793    0.009    1.581    0.510    47993    5.099
       6     1277    0.006    1.245    0.246    43355    4.229
       7     1267    0.006    1.331    0.331    37737    4.679
       8     1170    0.006    1.325    0.325    36499    4.831
       9     1120    0.006    1.343    0.315   153818    4.483
      10      929    0.005    1.256    0.262   105455    4.410
      11      918    0.005    1.261    0.292   157496    4.160
      12      852    0.004    1.184    0.245     6924    5.518
      13      841    0.004    0.992    0.224    96558    5.972
      14      837    0.004    1.110    0.189   151481    4.200
      15      800    0.004    1.201    0.239   106421    4.636
      16      799    0.004    1.170    0.231   163495    4.100
      17      764    0.004    1.150    0.190    52270    5.203
      18      764    0.004    1.206    0.313    86945    3.912
      19      715    0.004    1.146    0.226   137281    4.559
      20      704    0.004    1.209    0.249    34785    4.262
      21      677    0.003    1.131    0.218   199121    3.871
      22      652    0.003    1.236    0.266   197809    4.123
      23      630    0.003    1.039    0.166   144488    4.996
      24      590    0.003    1.099    0.175    98587    5.682
      25      585    0.003    1.110    0.223   185045    4.327
      26      583    0.003    1.067    0.189   193378    4.537
      27      577    0.003    1.088    0.210    16255    4.561
      28      563    0.003    1.069    0.188    11200    5.347
      29      553    0.003    1.060    0.174   127356    4.837
      30      537    0.003    1.069    0.226   153264    4.409
      31      517    0.003    1.148    0.221    97303    5.661
      32      498    0.002    1.110    0.199    76131    4.061
      33      484    0.002    1.110    0.200    78131    3.964
      34      482    0.002    1.079    0.211   130027    4.745
      35      475    0.002    1.091    0.216   141274    4.891
      36      447    0.002    1.086    0.199   108201    4.056
      37      437    0.002    1.027    0.199   185484    3.787
      38      383    0.002    1.047    0.183   174871    4.049
      39      377    0.002    1.062    0.181   196303    4.042
      40      369    0.002    1.008    0.223     4660    4.956
      41      363    0.002    0.985    0.205    12614    5.346
      42      350    0.002    1.030    0.172    88458    4.599
      43      347    0.002    1.040    0.186    97736    5.871
      44      339    0.002    1.066    0.177    94733    5.746
      45      326    0.002    1.013    0.215    14726    4.400
      46      324    0.002    1.007    0.197   170213    3.843
      47      316    0.002    0.958    0.154   174611    4.340
      48      312    0.002    1.042    0.216   186441    4.943
      49      311    0.002    1.015    0.177    24071    4.621
      50      276    0.001    1.020    0.211    72152    5.128
      51      262    0.001    1.011    0.192   196821    4.194
